t,intent_slot,intent_conf,robot_goal_slot
18.200,B,0.945,B
18.400,B,0.945,B
18.600,B,0.944,B
18.800,B,0.943,B
19.000,B,0.942,B
19.200,B,0.941,B
19.400,B,0.940,B
19.600,B,0.939,B
19.800,B,0.938,B
20.000,B,0.936,B
20.200,B,0.935,B
20.400,B,0.934,B
20.600,B,0.932,B
20.800,B,0.931,B
21.000,B,0.929,B
21.200,B,0.928,B
21.400,B,0.926,B
21.600,B,0.925,B
21.800,B,0.923,B
22.000,B,0.921,B
22.200,B,0.919,B
22.400,B,0.918,B
22.600,B,0.916,B
22.800,B,0.914,B
23.000,B,0.912,B
23.200,B,0.910,B
23.400,B,0.908,B
23.600,B,0.906,B
23.800,B,0.904,B
24.000,C,0.901,B
24.200,C,0.899,B
24.400,C,0.897,B
24.600,C,0.895,B
24.800,C,0.892,B
25.000,C,0.890,B
25.200,C,0.887,B
25.400,C,0.885,B
25.600,C,0.882,B
25.800,C,0.880,B
26.000,C,0.877,B
26.200,C,0.875,B
26.400,C,0.872,B
26.600,C,0.869,B
26.800,C,0.867,B
27.000,C,0.864,B
27.200,C,0.861,B
27.400,C,0.859,B
27.600,C,0.856,B
27.800,C,0.853,B
28.000,C,0.850,B
28.200,C,0.847,B
28.400,C,0.845,B
28.600,C,0.842,B
28.800,C,0.839,B
29.000,C,0.836,B
29.200,C,0.833,B
29.400,C,0.830,B
29.600,C,0.827,B
29.800,C,0.824,B
30.000,C,0.821,C
30.200,C,0.818,C
30.400,C,0.815,C
30.600,C,0.812,C
30.800,C,0.809,C
31.000,C,0.806,C
31.200,C,0.803,C
31.400,C,0.800,C
31.600,C,0.797,C
31.800,C,0.794,C
32.000,C,0.791,C
32.200,C,0.788,C
32.400,C,0.785,C
32.600,C,0.782,C
32.800,C,0.779,C
33.000,C,0.776,C
33.200,C,0.773,C
33.400,C,0.770,C
33.600,C,0.767,C
33.800,C,0.765,C
34.000,C,0.762,C
34.200,C,0.759,C
34.400,C,0.756,C
34.600,C,0.753,C
34.800,C,0.750,C
35.000,C,0.750,C
35.200,C,0.750,C
35.400,C,0.750,C
35.600,C,0.750,C
35.800,C,0.750,C
36.000,D,0.750,C
36.200,D,0.750,C
36.400,D,0.750,C
36.600,D,0.750,C
36.800,D,0.750,C
37.000,D,0.750,C
37.200,D,0.750,C
37.400,D,0.750,C
37.600,D,0.750,C
37.800,D,0.750,C
38.000,D,0.750,C
38.200,D,0.750,C
38.400,D,0.750,C
38.600,D,0.750,C
38.800,D,0.750,C
39.000,D,0.750,C
39.200,D,0.750,C
39.400,D,0.750,C
39.600,D,0.750,C
39.800,D,0.750,C
40.000,D,0.750,C
40.200,D,0.750,C
40.400,D,0.750,C
40.600,D,0.750,C
40.800,D,0.750,C
41.000,D,0.750,C
41.200,D,0.750,C
41.400,D,0.750,C
41.600,D,0.750,C
41.800,D,0.750,C
42.000,D,0.750,C
42.200,D,0.750,C
42.400,D,0.750,C
42.600,D,0.750,C
42.800,D,0.750,C
43.000,D,0.750,C
43.200,D,0.750,C
43.400,D,0.750,C
43.600,D,0.750,C
43.800,D,0.750,C
44.000,D,0.750,C
44.200,D,0.750,C
44.400,D,0.750,C
44.600,D,0.750,C
44.800,D,0.750,C
45.000,D,0.750,D
45.200,D,0.750,D
45.400,D,0.750,D
45.600,D,0.750,D
45.800,D,0.750,D
46.000,D,0.750,D
46.200,D,0.750,D
46.400,D,0.750,D
46.600,D,0.750,D
46.800,D,0.750,D
47.000,D,0.750,D
47.200,D,0.750,D
47.400,D,0.750,D
47.600,D,0.750,D
47.800,D,0.750,D
48.000,A,0.750,D
48.200,A,0.750,D
48.400,A,0.750,D
48.600,A,0.750,D
48.800,A,0.750,D
49.000,A,0.750,D
49.200,A,0.750,D
49.400,A,0.750,D
49.600,A,0.750,D
49.800,A,0.750,D
50.000,A,0.750,D
50.200,A,0.750,D
50.400,A,0.750,D
50.600,A,0.750,D
50.800,A,0.750,D
51.000,A,0.750,D
51.200,A,0.750,D
51.400,A,0.750,D
51.600,A,0.750,D
51.800,A,0.750,D
52.000,A,0.750,D
52.200,A,0.750,D
52.400,A,0.750,D
52.600,A,0.750,D
52.800,A,0.750,D
53.000,A,0.750,D
53.200,A,0.750,D
53.400,A,0.750,D
53.600,A,0.750,D
53.800,A,0.750,D
54.000,A,0.750,D
54.200,A,0.750,D
54.400,A,0.750,D
54.600,A,0.750,D
54.800,A,0.750,D
55.000,A,0.750,D
55.200,A,0.750,D
55.400,A,0.750,D
55.600,A,0.750,D
55.800,A,0.750,D
56.000,A,0.750,D
56.200,A,0.750,D
56.400,A,0.750,D
56.600,A,0.750,D
56.800,A,0.750,D
57.000,A,0.750,D
57.200,A,0.750,D
57.400,A,0.750,D
57.600,A,0.750,D
57.800,A,0.750,D
58.000,A,0.750,D
58.200,A,0.750,D
58.400,A,0.750,D
58.600,A,0.750,D
58.800,A,0.750,D
59.000,A,0.750,D
59.200,A,0.750,D
59.400,A,0.750,D
59.600,A,0.752,D
59.800,A,0.755,D
60.000,B,0.758,A
60.200,B,0.761,A
60.400,B,0.764,A
60.600,B,0.767,A
60.800,B,0.770,A
61.000,B,0.773,A
61.200,B,0.776,A
61.400,B,0.779,A
61.600,B,0.782,A
61.800,B,0.785,A
62.000,B,0.788,A
62.200,B,0.791,A
62.400,B,0.794,A
62.600,B,0.797,A
62.800,B,0.800,A
63.000,B,0.803,A
63.200,B,0.806,A
63.400,B,0.809,A
63.600,B,0.812,A
63.800,B,0.814,A
64.000,B,0.817,A
64.200,B,0.820,A
64.400,B,0.823,A
64.600,B,0.826,A
64.800,B,0.829,A
65.000,B,0.832,A
65.200,B,0.835,A
65.400,B,0.838,A
65.600,B,0.841,A
65.800,B,0.844,A
66.000,B,0.847,A
66.200,B,0.850,A
66.400,B,0.852,A
66.600,B,0.855,A
66.800,B,0.858,A
67.000,B,0.861,A
67.200,B,0.863,A
67.400,B,0.866,A
67.600,B,0.869,A
67.800,B,0.871,A
68.000,B,0.874,A
68.200,B,0.877,A
68.400,B,0.879,A
68.600,B,0.882,A
68.800,B,0.884,A
69.000,B,0.887,A
69.200,B,0.889,A
69.400,B,0.892,A
69.600,B,0.894,A
69.800,B,0.896,A
70.000,B,0.899,A
70.200,B,0.901,A
70.400,B,0.903,A
70.600,B,0.905,A
70.800,B,0.907,A
71.000,B,0.909,A
71.200,B,0.911,A
71.400,B,0.913,A
71.600,B,0.915,A
71.800,B,0.917,A
72.000,C,0.919,A
72.200,C,0.921,A
72.400,C,0.923,A
72.600,C,0.924,A
72.800,C,0.926,A
73.000,C,0.928,A
73.200,C,0.929,A
73.400,C,0.931,A
73.600,C,0.932,A
73.800,C,0.933,A
74.000,C,0.935,A
74.200,C,0.936,A
74.400,C,0.937,A
74.600,C,0.939,A
74.800,C,0.940,A
75.000,C,0.941,B
75.200,C,0.942,B
75.400,C,0.943,B
75.600,C,0.944,B
75.800,C,0.944,B
76.000,C,0.945,B
76.200,C,0.946,B
76.400,C,0.947,B
76.600,C,0.947,B
76.800,C,0.948,B
77.000,C,0.948,B
77.200,C,0.949,B
77.400,C,0.949,B
77.600,C,0.949,B
77.800,C,0.950,B
78.000,C,0.950,B
78.200,C,0.950,B
78.400,C,0.950,B
78.600,C,0.950,B
78.800,C,0.950,B
79.000,C,0.950,B
79.200,C,0.950,B
79.400,C,0.949,B
79.600,C,0.949,B
79.800,C,0.949,B
80.000,C,0.948,B
80.200,C,0.948,B
80.400,C,0.947,B
80.600,C,0.947,B
80.800,C,0.946,B
81.000,C,0.945,B
81.200,C,0.945,B
81.400,C,0.944,B
81.600,C,0.943,B
81.800,C,0.942,B
82.000,C,0.941,B
82.200,C,0.940,B
82.400,C,0.939,B
82.600,C,0.938,B
82.800,C,0.937,B
83.000,C,0.935,B
83.200,C,0.934,B
83.400,C,0.933,B
83.600,C,0.931,B
83.800,C,0.930,B
84.000,D,0.928,B
84.200,D,0.927,B
84.400,D,0.925,B
84.600,D,0.923,B
84.800,D,0.922,B
85.000,D,0.920,B
85.200,D,0.918,B
85.400,D,0.916,B
85.600,D,0.914,B
85.800,D,0.912,B
86.000,D,0.910,B
86.200,D,0.908,B
86.400,D,0.906,B
86.600,D,0.904,B
86.800,D,0.902,B
87.000,D,0.899,B
87.200,D,0.897,B
87.400,D,0.895,B
87.600,D,0.893,B
87.800,D,0.890,B
88.000,D,0.888,B
88.200,D,0.885,B
88.400,D,0.883,B
88.600,D,0.880,B
88.800,D,0.878,B
89.000,D,0.875,B
89.200,D,0.873,B
89.400,D,0.870,B
89.600,D,0.867,B
89.800,D,0.865,B
90.000,D,0.862,C
90.200,D,0.859,C
90.400,D,0.856,C
90.600,D,0.854,C
90.800,D,0.851,C
91.000,D,0.848,C
91.200,D,0.845,C
91.400,D,0.842,C
91.600,D,0.839,C
91.800,D,0.836,C
92.000,D,0.833,C
92.200,D,0.831,C
92.400,D,0.828,C
92.600,D,0.825,C
92.800,D,0.822,C
93.000,D,0.819,C
93.200,D,0.816,C
93.400,D,0.813,C
93.600,D,0.810,C
93.800,D,0.807,C
94.000,D,0.804,C
94.200,D,0.801,C
94.400,D,0.798,C
94.600,D,0.795,C
94.800,D,0.792,C
95.000,D,0.789,C
95.200,D,0.786,C
95.400,D,0.783,C
95.600,D,0.780,C
95.800,D,0.777,C
96.000,A,0.774,C
96.200,A,0.771,C
96.400,A,0.768,C
96.600,A,0.765,C
96.800,A,0.762,C
97.000,A,0.759,C
97.200,A,0.756,C
97.400,A,0.753,C
97.600,A,0.751,C
97.800,A,0.750,C
98.000,A,0.750,C
98.200,A,0.750,C
98.400,A,0.750,C
98.600,A,0.750,C
98.800,A,0.750,C
99.000,A,0.750,C
99.200,A,0.750,C
99.400,A,0.750,C
99.600,A,0.750,C
99.800,A,0.750,C
100.000,A,0.750,C
100.200,A,0.750,C
100.400,A,0.750,C
100.600,A,0.750,C
100.800,A,0.750,C
101.000,A,0.750,C
101.200,A,0.750,C
101.400,A,0.750,C
101.600,A,0.750,C
101.800,A,0.750,C
102.000,A,0.750,C
102.200,A,0.750,C
102.400,A,0.750,C
102.600,A,0.750,C
102.800,A,0.750,C
103.000,A,0.750,C
103.200,A,0.750,C
103.400,A,0.750,C
103.600,A,0.750,C
103.800,A,0.750,C
104.000,A,0.750,C
104.200,A,0.750,C
104.400,A,0.750,C
104.600,A,0.750,C
104.800,A,0.750,C
105.000,A,0.750,D
105.200,A,0.750,D
105.400,A,0.750,D
105.600,A,0.750,D
105.800,A,0.750,D
106.000,A,0.750,D
106.200,A,0.750,D
106.400,A,0.750,D
106.600,A,0.750,D
106.800,A,0.750,D
107.000,A,0.750,D
107.200,A,0.750,D
107.400,A,0.750,D
107.600,A,0.750,D
107.800,A,0.750,D
108.000,B,0.750,D
108.200,B,0.750,D
108.400,B,0.750,D
108.600,B,0.750,D
108.800,B,0.750,D
109.000,B,0.750,D
109.200,B,0.750,D
109.400,B,0.750,D
109.600,B,0.750,D
109.800,B,0.750,D
110.000,B,0.750,D
110.200,B,0.750,D
110.400,B,0.750,D
110.600,B,0.750,D
110.800,B,0.750,D
111.000,B,0.750,D
111.200,B,0.750,D
111.400,B,0.750,D
111.600,B,0.750,D
111.800,B,0.750,D
112.000,B,0.750,D
112.200,B,0.750,D
112.400,B,0.750,D
112.600,B,0.750,D
112.800,B,0.750,D
113.000,B,0.750,D
113.200,B,0.750,D
113.400,B,0.750,D
113.600,B,0.750,D
113.800,B,0.750,D
114.000,B,0.750,D
114.200,B,0.750,D
114.400,B,0.750,D
114.600,B,0.750,D
114.800,B,0.750,D
115.000,B,0.750,D
115.200,B,0.750,D
115.400,B,0.750,D
115.600,B,0.750,D
115.800,B,0.750,D
116.000,B,0.750,D
116.200,B,0.750,D
116.400,B,0.750,D
116.600,B,0.750,D
116.800,B,0.750,D
117.000,B,0.750,D
117.200,B,0.750,D
117.400,B,0.750,D
117.600,B,0.750,D
117.800,B,0.750,D
118.000,B,0.750,D
118.200,B,0.750,D
118.400,B,0.750,D
118.600,B,0.750,D
118.800,B,0.750,D
119.000,B,0.750,D
119.200,B,0.750,D
119.400,B,0.750,D
119.600,B,0.750,D
119.800,B,0.750,D
120.000,C,0.750,A
