t,intent_slot,intent_conf,robot_goal_slot
22.800,A,0.930,C
23.000,A,0.930,C
23.200,A,0.930,C
23.400,A,0.930,C
23.600,A,0.930,C
23.800,A,0.930,C
24.000,B,0.930,D
24.200,B,0.930,D
24.400,B,0.930,D
24.600,B,0.930,D
24.800,B,0.930,D
25.000,B,0.930,D
25.200,B,0.930,D
25.400,B,0.930,D
25.600,B,0.930,D
25.800,B,0.930,D
26.000,B,0.930,D
26.200,B,0.930,D
26.400,B,0.930,D
26.600,B,0.930,D
26.800,B,0.930,D
27.000,B,0.930,D
27.200,B,0.930,D
27.400,B,0.930,D
27.600,B,0.930,D
27.800,B,0.930,D
28.000,B,0.930,D
28.200,B,0.930,D
28.400,B,0.930,D
28.600,B,0.930,D
28.800,B,0.930,D
29.000,B,0.930,D
29.200,B,0.930,D
29.400,B,0.930,D
29.600,B,0.930,D
29.800,B,0.930,D
30.000,C,0.930,D
30.200,C,0.930,D
30.400,C,0.930,D
30.600,C,0.930,D
30.800,C,0.930,D
31.000,C,0.930,D
31.200,C,0.930,D
31.400,C,0.930,D
31.600,C,0.930,D
31.800,C,0.930,D
32.000,D,0.930,A
32.200,D,0.930,A
32.400,D,0.930,A
32.600,D,0.930,A
32.800,D,0.930,A
33.000,D,0.930,A
33.200,D,0.930,A
33.400,D,0.930,A
33.600,D,0.930,A
33.800,D,0.930,A
34.000,D,0.930,A
34.200,D,0.930,A
34.400,D,0.930,A
34.600,D,0.930,A
34.800,D,0.930,A
35.000,D,0.930,A
35.200,D,0.930,A
35.400,D,0.930,A
35.600,D,0.930,A
35.800,D,0.930,A
36.000,B,0.930,A
36.200,B,0.930,A
36.400,B,0.930,A
36.600,B,0.930,A
36.800,B,0.930,A
37.000,B,0.930,A
37.200,B,0.930,A
37.400,B,0.930,A
37.600,B,0.930,A
37.800,B,0.930,A
38.000,B,0.930,A
38.200,B,0.930,A
38.400,B,0.930,A
38.600,B,0.930,A
38.800,B,0.930,A
39.000,B,0.930,A
39.200,B,0.930,A
39.400,B,0.930,A
39.600,B,0.930,A
39.800,B,0.930,A
40.000,A,0.930,B
40.200,A,0.930,B
40.400,A,0.930,B
40.600,A,0.930,B
40.800,A,0.930,B
41.000,A,0.930,B
41.200,A,0.930,B
41.400,A,0.930,B
41.600,A,0.930,B
41.800,A,0.930,B
42.000,C,0.930,B
42.200,C,0.930,B
42.400,C,0.930,B
42.600,C,0.930,B
42.800,C,0.930,B
43.000,C,0.930,B
43.200,C,0.930,B
43.400,C,0.930,B
43.600,C,0.930,B
43.800,C,0.930,B
44.000,C,0.930,B
44.200,C,0.930,B
44.400,C,0.930,B
44.600,C,0.930,B
44.800,C,0.930,B
45.000,C,0.930,B
45.200,C,0.930,B
45.400,C,0.930,B
45.600,C,0.930,B
45.800,C,0.930,B
46.000,C,0.930,B
46.200,C,0.930,B
46.400,C,0.930,B
46.600,C,0.930,B
46.800,C,0.930,B
47.000,C,0.930,B
47.200,C,0.930,B
47.400,C,0.930,B
47.600,C,0.930,B
47.800,C,0.930,B
48.000,D,0.930,C
48.200,D,0.930,C
48.400,D,0.930,C
48.600,D,0.930,C
48.800,D,0.930,C
49.000,D,0.930,C
49.200,D,0.930,C
49.400,D,0.930,C
49.600,D,0.930,C
49.800,D,0.930,C
50.000,D,0.930,C
